name,minutes_played,goals,assists,passes_total,passes_success,shots_total,shots_on_target,duels_total,duels_won,ball_losses,recoveries,is_pro,activity_score
Emanuel Vignato,242,,,36.7,29.3,,0.37,1.48,1.48,,3.7,0,34.48
Oumar Gonzalez,1576,,,39.1,32.3,,0.06,1.83,0.91,,5.66,0,38.87
Kristijan Bistrovi?,461,,,27.5,19.8,,0.2,0.59,0.2,,2.94,0,22.94
Antoine Griezmann,263,,,34.1,29.3,,0.0,3.1,2.07,,3.1,0,34.47
Hakan Çalhanoðlu,1527,,,58.1,48.5,,0.41,2.06,1.12,,7.47,1,57.09
Adama Soumaoro,1232,,,46.2,42.3,,0.07,1.09,0.66,,4.16,1,47.12
Timothee Pembele,65,,,47.1,38.6,,0.0,2.86,2.86,,4.29,1,45.75
Anderson Lucoqui,743,,,29.0,18.4,,0.48,2.89,2.05,,6.02,0,26.47
Michael Zetterer,62,,,45.7,30.0,,0.0,0.0,0.0,,1.43,0,31.43
Denzel Dumfries,2028,,,38.4,28.8,,0.76,1.78,1.11,,5.78,0,35.69
Arkadiusz Reca,1340,,,44.0,30.3,,0.27,1.88,1.07,,5.23,0,36.6
Gregor Kobel,1440,,,39.6,32.5,,0.0,0.0,0.0,,1.44,0,33.94
Wahbi Khazri,2225,,,25.2,17.4,,0.73,1.26,0.81,,5.51,0,23.72
Wesley Fofana,180,,,95.0,86.0,,0.0,1.5,0.5,,6.0,1,92.5
Bryan Cristante,1839,,,53.0,43.2,,0.15,3.58,1.81,,6.67,1,51.68
Víctor Laguardia,3042,,,36.0,27.1,,0.15,1.09,0.5,,10.4,0,38.0
Ibrahim Diakité,4,,,3.0,1.0,,0.0,0.0,0.0,,1.0,0,2.0
Ludwig Augustinsson,77,,,47.8,28.9,,1.11,1.11,1.11,,10.0,1,40.01
Timo Werner,1283,,,27.9,21.1,,1.12,0.49,0.28,,5.03,0,26.41
Sergiño Dest,1512,,,59.5,52.4,,0.18,2.14,1.43,,6.49,1,60.32
Sergio Rico,1260,,,25.6,17.6,,0.0,0.0,0.0,,4.14,0,21.74
Sebastiano Luperto,1714,,,48.6,42.3,,0.16,1.0,0.47,,5.26,1,48.03
Trent Alexander-Arnold,1441,,,88.9,64.9,,0.19,1.44,1.06,,7.56,1,73.52
Aaron Hickey,2820,,,41.7,34.1,,0.42,1.44,0.7,,5.75,1,40.55
Xaver Schlager,1040,,,39.0,30.1,,0.09,3.45,2.67,,11.3,1,44.07
Gideon Jung,142,,,35.6,28.1,,0.0,0.63,0.63,,8.75,0,37.48
Stanislav Lobotka,1686,,,77.2,71.9,,0.05,2.14,1.6,,8.77,1,82.27
José Luis Gayà,1871,,,42.5,30.9,,0.43,1.54,0.58,,6.63,0,38.11
Vincent Pajot,2311,,,41.5,35.5,,0.08,3.31,1.91,,7.82,1,45.23
Andrea La Mantia,488,,,18.1,13.0,,0.56,0.37,0.19,,2.96,0,16.15
Borja Mayoral,96,,,35.5,26.4,,0.0,0.0,0.0,,5.45,0,31.85
Yuri Berchiche,946,,,57.6,47.0,,0.29,2.0,1.24,,5.9,1,54.14
Pedro Chirivella,2637,,,58.8,49.9,,0.2,1.67,0.92,,9.11,1,59.93
David López,932,,,60.3,54.4,,0.48,1.44,0.96,,5.19,1,60.55
Ashley Young,1192,,,55.9,41.6,,0.15,2.8,1.52,,6.74,1,49.86
Boubacar Traoré,384,,,29.1,22.6,,0.0,2.33,0.93,,5.81,0,29.34
Juanmi,2131,,,21.9,17.6,,1.27,1.98,1.22,,5.32,0,24.14
Sergio Canales,1455,,,54.7,41.0,,0.49,1.11,0.62,,4.75,1,46.37
Mohamed Camara,377,,,44.3,34.5,,0.0,2.38,2.14,,8.33,1,44.97
Álvaro González,451,,,74.4,71.4,,0.0,0.2,0.0,,7.4,1,78.8
Cristian Volpato,191,,,41.4,31.9,,0.48,1.43,0.95,,7.62,1,40.47
Nicola Murru,381,,,36.0,26.4,,0.0,4.05,2.38,,3.81,0,32.59
Francesco Magnanelli,271,,,84.3,75.3,,0.0,2.0,1.33,,14.7,1,91.33
Yýldýrým Mert Çetin,46,,,66.0,50.0,,0.0,2.0,0.0,,10.0,1,60.0
Charles Pickel,1395,,,37.1,28.8,,0.39,2.39,0.9,,6.26,0,35.96
Jean-Louis Leca,2313,,,28.5,21.6,,0.0,0.0,0.0,,5.1,0,26.7
Assan Ceesay,929,,,19.0,11.5,,0.39,1.55,1.26,,2.33,0,15.09
Pere Milla,1644,,,29.2,21.4,,0.77,1.58,0.98,,7.1,0,29.48
Timothée Kolodziejczak,25,,,56.7,46.7,,0.0,0.0,0.0,,0.0,1,46.7
Christopher Nkunku,2723,,,34.7,27.8,,1.29,0.83,0.43,,5.05,0,33.28
Christoph Baumgartner,1888,,,35.9,25.8,,0.81,1.52,1.24,,7.67,0,34.71
Tetê,158,,,29.4,22.2,,0.56,1.11,0.0,,7.78,0,29.98
Kasper Dolberg,1492,,,14.6,10.5,,0.78,0.96,0.6,,2.71,0,13.81
Jonny Castro,1020,,,63.8,53.9,,0.09,2.39,0.88,,6.9,1,61.68
Andreas Linde,1080,,,41.8,27.0,,0.0,0.0,0.0,,6.0,0,33.0
Rémy Descamps,90,,,26.0,22.0,,0.0,0.0,0.0,,0.0,0,22.0
Sebastian Rudy,773,,,48.4,35.9,,0.58,2.91,1.51,,9.53,1,46.94
Marius Funk,720,,,45.3,28.3,,0.0,0.0,0.0,,4.63,0,32.93
Abdourahmane Barry,210,,,50.0,38.3,,0.0,3.91,1.3,,12.2,1,51.8
Bryan,148,,,37.5,29.4,,0.63,1.88,0.63,,1.88,0,31.91
Raoul Bellanova,2496,,,33.9,24.5,,0.18,1.3,0.61,,5.99,0,31.1
Alex Král,1097,,,31.9,21.5,,0.08,1.8,1.07,,6.39,0,28.96
Nordine Kandil,47,,,52.0,36.0,,0.0,6.0,4.0,,14.0,1,54.0
Davinson Sánchez,573,,,63.4,55.6,,0.31,2.34,0.94,,4.53,1,61.07
Nehuén Pérez,1573,,,60.1,51.1,,0.34,2.29,1.14,,4.63,1,56.87
Pathé Ciss,1097,,,43.9,36.6,,0.41,2.7,1.56,,13.3,1,51.46
Kiko Femenía,893,,,60.7,51.6,,0.0,0.81,0.51,,4.44,1,56.55
Terem Moffi,1386,,,13.5,10.0,,1.17,0.52,0.32,,2.27,0,12.59
Ibrahim Salah,7,,,20.0,20.0,,0.0,0.0,0.0,,0.0,0,20.0
Hakan Çalhanoðlu,2480,,,66.1,54.1,,0.54,1.56,1.01,,8.3,1,63.41
Mamadou Sylla,253,,,24.3,17.5,,0.36,1.07,0.71,,6.43,0,24.64
Marcos Llorente,1016,,,42.0,33.3,,0.18,1.86,0.97,,4.96,0,39.23
Jan Oblak,3420,,,28.8,16.8,,0.0,0.0,0.0,,4.63,0,21.43
Jan Bednarek,2629,,,49.0,40.6,,0.24,1.27,0.72,,11.1,1,52.42
Leandro Cabrera,1647,,,44.6,32.0,,0.16,1.09,0.55,,4.86,0,37.41
Lyanco,697,,,44.2,31.3,,0.39,1.95,1.3,,7.66,1,40.26
Stuart McKinstry,4,,,4.0,3.0,,0.0,0.0,0.0,,2.0,0,5.0
Noah Holm,194,,,20.0,12.3,,0.0,2.73,1.82,,5.45,0,19.57
Dikeni Salifou,1,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0,0.0
Joseph Aidoo,1800,,,50.8,43.4,,0.1,1.7,1.05,,6.5,1,50.95
Andy Delort,781,,,26.4,16.0,,0.92,0.23,0.0,,1.38,0,17.38
Umut Tohumcu,5,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0,0.0
Anthony Gordon,1095,,,23.0,15.8,,1.31,2.79,1.8,,4.59,0,22.19
Gerson,417,,,40.2,32.6,,1.3,1.3,0.87,,4.35,0,37.82
Koray Günter,2411,,,45.8,38.3,,0.07,1.31,0.78,,13.7,1,52.78
Andy Delort,269,,,32.0,18.7,,1.67,0.67,0.67,,4.33,0,23.7
Iván Martín,166,,,37.2,30.0,,0.0,1.67,0.56,,7.22,0,37.78
André Hahn,391,,,19.3,7.67,,0.47,2.09,1.16,,4.42,0,13.25
Gerard Moreno,919,,,31.8,22.4,,1.18,0.69,0.49,,1.86,0,24.75
Stefan Posch,18,,,60.0,40.0,,0.0,0.0,0.0,,0.0,1,40.0
Enrique Valiente,368,,,51.5,43.2,,0.24,0.24,0.24,,3.41,1,46.85
Juraj Kucka,1920,,,32.7,22.9,,0.52,3.47,2.21,,11.0,0,36.11
Stian Rode Gregersen,1953,,,42.5,36.3,,0.09,2.3,1.47,,7.37,1,45.14
Kevin-Prince Boateng,696,,,42.3,32.9,,0.26,1.17,0.52,,10.9,1,44.32
Baila Diallo,34,,,60.0,35.0,,0.0,0.0,0.0,,2.5,0,37.5
Fidel,405,,,37.6,22.9,,0.0,1.11,0.67,,5.78,0,29.35
Lucas Martínez Quarta,1431,,,70.4,64.2,,0.25,2.45,1.57,,10.1,1,75.87
Érik Lamela,1217,,,39.4,30.3,,1.04,1.85,0.96,,4.3,0,35.56
Renato Steffen,967,,,40.2,30.9,,0.19,1.78,0.47,,7.48,0,38.85
Gabriel Dos Santos,3063,,,58.9,52.8,,0.35,1.68,1.09,,7.35,1,61.24
Marin Jakoli,229,,,30.0,21.6,,1.2,1.6,1.6,,3.2,0,26.4
Thilo Kehrer,1485,,,47.1,39.2,,0.06,1.58,0.97,,4.42,1,44.59
Anthony Caci,1059,,,52.8,38.9,,0.17,2.71,1.44,,7.29,1,47.63
Florian Tardieu,1008,,,67.4,58.5,,0.18,2.77,1.79,,7.77,1,68.06
Ferrán Torres,1412,,,37.4,31.5,,1.15,0.57,0.32,,4.01,0,35.83
Steffen Tigges,112,,,35.8,20.0,,2.5,4.17,1.67,,10.8,0,32.47
Eray Cömert,408,,,42.2,35.1,,0.22,1.11,0.44,,9.56,1,45.1
Brian Ocampo,1058,,,29.3,21.7,,0.17,1.44,1.27,,7.37,0,30.34
Samir Santos,1673,,,35.4,28.9,,0.11,1.72,1.02,,9.19,0,39.11
Antonios Papadopoulos,13,,,190.0,170.0,,0.0,0.0,0.0,,20.0,1,190.0
Pasquale Mazzocchi,1269,,,40.1,28.8,,0.14,1.49,1.06,,6.88,0,36.74
Pietro Ceccaroni,3122,,,49.1,40.8,,0.17,1.53,0.75,,8.04,1,49.59
Joachim Andersen,1477,,,63.8,50.9,,0.3,1.46,0.67,,6.1,1,57.67
Pablo Rodríguez,54,,,35.0,23.3,,0.0,3.33,1.67,,3.33,0,28.3
Jeremie Frimpong,2052,,,53.0,43.2,,0.18,1.49,0.92,,7.32,1,51.44
Andrej Kramari?,1365,,,38.3,30.1,,0.86,0.2,0.07,,4.01,0,34.18
Flavio Junior Bianchi,314,,,22.3,18.6,,0.86,1.14,0.86,,5.43,0,24.89
Ebrima Darboe,63,,,57.1,54.3,,0.0,2.86,2.86,,7.14,1,64.3
Erling Haaland,1636,,,15.9,11.7,,1.98,0.11,0.05,,1.1,0,12.85
Ronaldo Vieira,815,,,0.0,0.0,,0.11,0.0,1.1,,0.0,0,1.1
Christoph Baumgartner,1600,,,34.4,23.6,,0.73,1.24,0.62,,5.06,0,29.28
Xavier Chavalerin,1353,,,43.8,36.0,,0.53,3.0,1.67,,5.47,1,43.14
Florentino Luís,992,,,39.8,32.0,,0.09,3.82,2.45,,11.3,1,45.75
Tomás Rincón,163,,,51.7,43.3,,0.0,1.11,0.56,,12.8,1,56.66
Admir Mehmedi,4,,,6.0,4.0,,0.0,0.0,0.0,,2.0,0,6.0
Angus Gunn,810,,,33.1,21.9,,0.0,0.0,0.0,,4.33,0,26.23
Arber Zeneli,898,,,37.9,27.1,,0.5,0.9,0.3,,5.1,0,32.5
Jonathan Gradit,3067,,,60.9,54.7,,0.0,1.85,0.94,,8.68,1,64.32
Pau Torres,2855,,,62.8,54.1,,0.28,0.88,0.44,,8.83,1,63.37
Vladimír Darida,31,,,40.0,26.7,,0.0,3.33,3.33,,3.33,0,33.36
Ronaldo Vieira,495,,,52.2,45.3,,0.0,1.82,1.64,,9.09,1,56.03
Lee Jae-sung,1436,,,40.9,30.3,,0.63,2.5,1.31,,9.94,1,41.55
Marvin Senaya,9,,,50.0,40.0,,0.0,0.0,0.0,,20.0,1,60.0
Stefan Lainer,1471,,,47.1,35.3,,0.12,1.47,0.67,,7.67,1,43.64
Nacho,1555,,,59.2,55.0,,0.17,1.1,0.64,,7.51,1,63.15
Adam Ounas,784,,,47.5,33.2,,0.92,1.72,0.92,,5.4,0,39.52
Raúl de Tomás,2914,,,22.9,18.9,,1.23,0.52,0.19,,3.09,0,22.18
Vassilis Lambropoulos,567,,,34.9,23.7,,0.0,1.27,1.11,,4.92,0,29.73
Alexis Beka Beka,276,,,56.1,45.5,,0.32,2.9,1.29,,9.68,1,56.47
Marcin Kami?ski,90,,,17.0,13.0,,0.0,0.0,0.0,,3.0,0,16.0
Ben Mee,1838,,,49.4,37.0,,0.2,1.03,0.54,,5.64,1,43.18
Luca Netz,144,,,36.3,26.3,,0.0,5.0,2.5,,5.0,0,33.8
Luis Milla,1165,,,52.9,41.3,,0.08,2.4,1.55,,7.67,1,50.52
Nordi Mukiele,1007,,,55.7,48.8,,0.18,2.32,1.79,,5.27,1,55.86
Theo Walcott,139,,,20.7,14.7,,0.67,2.0,0.67,,2.67,0,18.04
Renato Tapia,1412,,,55.0,44.1,,0.19,3.57,2.68,,12.5,1,59.28
Rafik Guitane,3,,,0.0,0.0,,0.0,0.0,0.0,,1.0,0,1.0
Leon Bailey,1317,,,25.8,16.0,,0.82,0.75,0.34,,3.15,0,19.49
Florian Niederlechner,910,,,19.8,11.7,,1.49,0.99,0.5,,2.77,0,14.97
Panagiotis Retsos,122,,,40.0,31.4,,0.0,3.57,2.86,,5.0,0,39.26
Josema,183,,,30.5,18.0,,0.0,1.5,1.0,,7.0,0,26.0
Vlad Chiriche?,2300,,,52.3,47.9,,0.08,1.56,0.82,,8.98,1,57.7
Franck Honorat,2899,,,38.0,26.1,,0.93,1.86,1.34,,5.75,0,33.19
Benjamin Henrichs,1324,,,60.7,45.2,,0.2,3.27,2.11,,6.87,1,54.18
Valentino Livramento,2202,,,47.1,36.0,,0.12,2.2,1.22,,8.9,1,46.12
Daichi Kamada,1199,,,52.9,42.9,,0.53,2.03,1.28,,6.54,1,50.72
Finley Stevens,15,,,40.0,25.0,,0.0,10.0,0.0,,15.0,1,40.0
Armando Izzo,526,,,50.7,40.5,,0.52,2.76,1.9,,8.97,1,51.37
Ben Godfrey,2029,,,35.0,26.9,,0.27,2.36,1.16,,7.16,0,35.22
Panagiotis Retsos,55,,,36.7,23.3,,0.0,1.67,0.0,,11.7,0,35.0
Nathan de Medina,775,,,37.3,26.7,,0.12,2.44,1.4,,7.21,0,35.31
Khvicha Kvaratskhelia,1232,,,32.6,25.3,,1.39,1.75,0.73,,4.23,0,30.26
Jordan Amavi,193,,,45.7,24.3,,0.0,1.43,0.95,,7.14,0,32.39
James Mcatee,20,,,65.0,45.0,,0.0,0.0,0.0,,15.0,1,60.0
Bartosz Bereszy?ski,1198,,,48.4,35.4,,0.0,2.11,1.35,,5.11,1,41.86
Alexis Flips,1056,,,42.7,26.4,,0.77,3.5,2.14,,7.52,0,36.06
Dion Drena Beljo,327,,,21.4,13.3,,0.56,0.83,0.56,,4.17,0,18.03
Nikola Moro,418,,,52.6,39.8,,0.22,1.74,0.87,,7.83,1,48.5
Çaðlar Söyüncü,2497,,,65.8,56.7,,0.04,1.88,1.08,,10.8,1,68.58
James Milner,546,,,68.9,51.0,,0.16,1.64,0.66,,5.74,1,57.4
Vincenzo Grifo,2775,,,45.8,33.8,,0.58,0.81,0.62,,7.47,1,41.89
Jack Stephens,811,,,49.4,38.7,,0.0,2.33,1.33,,10.8,1,50.83
Sadio Mané,2819,,,34.9,26.2,,1.18,1.05,0.58,,5.62,0,32.4
Delano Burgzorg,27,,,13.3,13.3,,3.33,3.33,3.33,,3.33,0,19.96
Andrea Cambiaso,1150,,,54.5,42.9,,0.08,2.58,1.41,,6.8,1,51.11
Nick Pope,3240,,,29.9,14.7,,0.0,0.0,0.0,,5.22,0,19.92
Pau Torres,1530,,,63.0,54.7,,0.0,1.06,0.53,,5.29,1,60.52
Rani Khedira,1663,,,33.0,24.5,,0.0,2.11,1.03,,6.11,0,31.64
Hugo Magnetti,955,,,41.0,33.8,,0.38,2.92,1.7,,7.45,1,42.95
Alexander Isak,374,,,16.4,11.7,,1.9,0.95,0.48,,2.14,0,14.32
Luís Maximiano,5,,,40.0,30.0,,0.0,0.0,0.0,,0.0,0,30.0
Óscar Gil,1688,,,39.4,33.3,,0.05,2.93,1.6,,5.53,1,40.43
Joe Bryan,166,,,55.0,43.3,,0.0,2.78,2.22,,8.89,1,54.41
David Soria,3414,,,31.1,16.7,,0.0,0.0,0.0,,5.28,0,21.98
Aleksa Terzi?,274,,,80.7,67.0,,0.0,3.0,1.33,,9.33,1,77.66
Deniz Undav,231,,,21.2,17.3,,1.15,1.54,1.15,,1.92,0,20.37
Anthony Elanga,1214,,,32.7,25.6,,0.52,1.85,1.26,,4.96,0,31.82
Axel Tuanzebe,11,,,40.0,40.0,,0.0,0.0,0.0,,10.0,1,50.0
Adil Aouchiche,85,,,58.9,44.4,,1.11,0.0,0.0,,3.33,1,47.73
Marten de Roon,1614,,,52.6,43.1,,0.06,1.84,0.89,,6.7,1,50.69
Jean-Charles Castelletto,2510,,,43.0,37.6,,0.14,1.83,1.15,,8.96,1,47.71
Óscar Duarte,1773,,,48.8,41.1,,0.25,0.96,0.71,,10.7,1,52.51
Sven Ulreich,540,,,39.3,33.3,,0.0,0.0,0.0,,4.5,0,37.8
Tanguy Ndombele,484,,,48.9,42.2,,0.56,2.41,1.85,,6.85,1,50.9
Sebastien De Maio,180,,,37.5,26.5,,0.0,3.0,1.0,,13.5,1,41.0
Matheus Henrique,687,,,47.0,40.1,,0.79,1.32,0.79,,4.74,1,45.63
Florent Mollet,2630,,,40.9,33.1,,0.58,1.1,0.58,,6.16,1,39.84
Hatem Ben Arfa,314,,,44.9,39.4,,0.29,0.86,0.57,,4.86,1,44.83
Jessic Ngankam,147,,,10.6,5.0,,1.25,1.88,0.63,,2.5,0,8.13
Alexis Claude-Maurice,448,,,36.0,30.0,,0.8,1.8,1.0,,3.4,0,34.4
Pablo Martínez,656,,,35.6,24.8,,0.14,1.78,1.1,,7.95,0,33.85
Nikola Mara,1044,,,38.5,32.8,,0.0,1.03,0.95,,8.53,1,42.28
Antonio Rüdiger,1226,,,58.8,54.0,,0.22,0.51,0.44,,5.51,1,59.95
Douglas Luiz,1434,,,58.9,48.7,,0.38,2.33,1.26,,6.73,1,56.69
Strahinja Pavlovi?,451,,,78.8,66.8,,0.2,4.2,2.4,,10.6,1,79.8
Augusto Solari,714,,,54.4,37.5,,0.13,3.42,2.41,,12.2,1,52.11
Nuno Tavares,1176,,,54.5,44.6,,0.15,1.53,0.92,,7.71,1,53.23
Alexander Schwolow,1530,,,37.5,25.0,,0.0,0.0,0.0,,1.59,0,26.59
Erick Cabaco,403,,,36.0,25.3,,0.0,0.44,0.22,,7.33,0,32.85
Mamadou Sakho,516,,,58.8,49.6,,0.35,1.05,0.53,,5.26,1,55.39
Antony,908,,,40.9,31.6,,1.39,1.39,0.3,,4.95,0,36.85
Cyrille Bayala,1266,,,30.6,18.4,,0.35,2.77,1.99,,6.45,0,26.84
Tyler Roberts,987,,,27.4,20.2,,1.09,1.55,0.64,,5.73,0,26.57
Jeff Reine-Adélaïde,336,,,88.9,77.0,,1.89,2.16,1.35,,8.11,1,86.46
Joe Willock,1599,,,34.7,28.0,,0.51,1.97,1.18,,4.83,0,34.01
José Campaña,1422,,,55.8,45.2,,0.32,1.96,0.95,,9.11,1,55.26
Keven Schlotterbeck,287,,,36.6,26.6,,0.31,1.88,1.25,,5.94,0,33.79
Marcos Alonso,2167,,,60.4,47.0,,0.41,1.87,1.16,,8.96,1,57.12
Koffi Djidji,1521,,,51.0,43.4,,0.24,1.72,0.83,,5.09,1,49.32
Jorge de Frutos,1760,,,26.0,17.6,,1.02,1.89,1.22,,6.99,0,25.81
Edimilson Fernandes,1268,,,44.9,32.7,,0.07,1.35,1.13,,9.22,1,43.05
Kurt Zouma,2078,,,41.1,36.6,,0.09,0.48,0.22,,7.1,1,43.92
Caleb Okoli,845,,,41.2,31.6,,0.21,2.23,1.81,,6.28,1,39.69
Mahmoud Dahoud,1658,,,58.1,46.0,,0.22,2.39,1.58,,10.1,1,57.68
Dejan Kulusevski,772,,,28.4,22.8,,0.7,1.98,1.28,,7.21,0,31.29
Arnaud Kalimuendo,8,,,50.0,50.0,,0.0,0.0,0.0,,10.0,1,60.0
Éderson,1080,,,40.3,32.3,,0.42,3.33,1.83,,6.92,1,41.05
Franci Bouebari,76,,,28.8,16.3,,0.0,3.75,0.0,,0.0,0,16.3
Aaron Connolly,156,,,10.6,8.82,,0.0,0.0,0.0,,4.12,0,12.94
Afimico Pululu,70,,,25.0,18.8,,0.0,3.75,2.5,,2.5,0,23.8
Darko Braanac,746,,,33.4,27.1,,0.36,2.17,1.45,,3.98,0,32.53
Suso,315,,,59.7,48.6,,0.86,1.71,0.86,,4.0,1,53.46
Cristian Molinaro,548,,,53.0,40.3,,0.0,2.13,1.48,,7.38,1,49.16
Willem Geubbels,544,,,23.7,16.7,,0.5,1.17,0.67,,3.17,0,20.54
Rani Khedira,2757,,,30.9,22.8,,0.07,2.61,1.67,,9.8,0,34.27
Fabio Depaoli,136,,,63.3,49.3,,0.0,3.33,2.0,,4.0,1,55.3
Mamady Diarra,66,,,12.9,11.4,,0.0,2.86,1.43,,7.14,0,19.97
Nils Petersen,193,,,21.0,10.0,,0.0,2.86,1.9,,1.43,0,13.33
Doðan Alemdar,1080,,,32.7,23.8,,0.0,0.0,0.0,,5.17,0,28.97
Mason Mount,2363,,,48.4,37.7,,1.03,1.63,1.1,,5.51,1,44.31
Albin Ekdal,586,,,36.2,25.4,,0.15,1.69,1.23,,6.77,0,33.4
Hwang Hee-chan,1816,,,31.0,25.2,,0.59,1.39,0.69,,5.15,0,31.04
Florian Grillitsch,1496,,,61.7,55.4,,0.12,2.47,1.63,,10.4,1,67.43
Flavien Tait,2125,,,53.6,46.7,,0.51,1.4,0.97,,7.75,1,55.42
Daniel Villahermosa,23,,,26.7,20.0,,0.0,0.0,0.0,,0.0,0,20.0
Bafodé Diakité,1743,,,64.6,56.1,,0.15,1.91,1.29,,5.62,1,63.01
Giovanni Di Lorenzo,1878,,,73.3,63.1,,0.19,1.72,0.86,,4.88,1,68.84
Mike Maignan,2880,,,35.9,28.4,,0.0,0.0,0.0,,4.69,0,33.09
Marcel Sabitzer,91,,,53.0,43.0,,1.0,0.0,0.0,,8.0,1,51.0
Marco Friedl,1514,,,60.5,49.2,,0.06,1.9,1.25,,8.57,1,59.02
Óscar Rodríguez Arnaiz,943,,,40.4,30.6,,0.76,1.62,1.14,,7.24,0,38.98
Tyler Adams,1351,,,60.9,52.8,,0.0,1.73,1.07,,10.6,1,64.47
Tomá Koubek,360,,,41.5,27.0,,0.0,0.0,0.0,,1.0,0,28.0
Ashley Fletcher,30,,,30.0,10.0,,3.33,6.67,6.67,,13.3,0,29.97
Arial Mendy,223,,,48.0,32.8,,0.0,1.6,0.8,,5.6,0,39.2
Iglesias,1350,,,41.7,25.9,,0.33,2.67,1.4,,5.33,0,32.63
Akim Zedadka,3337,,,56.9,45.7,,0.16,2.05,1.13,,9.06,1,55.89
Vital N'Simba,2789,,,59.3,46.0,,0.13,2.81,2.06,,8.29,1,56.35
Sam Lammers,481,,,19.8,14.3,,0.19,0.94,0.38,,1.89,0,16.57
Davie Selke,1004,,,21.0,12.5,,0.8,0.63,0.54,,3.21,0,16.25
Patric,805,,,63.7,56.0,,0.0,1.24,0.79,,6.74,1,63.53
Luca Lezzerini,495,,,35.8,28.2,,0.0,0.0,0.0,,5.82,0,34.02
Tonny Vilhena,928,,,33.1,23.8,,0.29,1.55,0.68,,5.15,0,29.63
Daniel Parejo,1755,,,69.1,58.8,,0.26,1.74,0.97,,6.41,1,66.18
Adam Marui?,1918,,,60.2,52.0,,0.28,1.27,0.89,,5.77,1,58.66
Davide Zappacosta,316,,,52.0,41.4,,0.57,2.29,1.14,,6.29,1,48.83
Luca Pellegrini,1107,,,55.6,42.3,,0.08,2.11,1.54,,6.99,1,50.83
Mergim Berisha,1143,,,20.8,9.53,,0.79,0.55,0.24,,2.76,0,12.53
Mehmet-Can Aydin,295,,,40.9,24.5,,0.0,3.94,2.73,,7.27,0,34.5
Franck Kessié,365,,,41.5,35.9,,0.24,1.46,0.73,,5.37,1,42.0
Xaver Schlager,1264,,,54.6,45.8,,0.07,2.29,1.29,,7.5,1,54.59
Bradley Barcola,263,,,30.0,21.4,,0.69,2.41,1.72,,7.93,0,31.05
Pascal Stenzel,899,,,68.1,55.2,,0.3,2.4,1.7,,9.7,1,66.6
Chapela,398,,,20.5,12.7,,0.0,1.59,0.68,,7.5,0,20.88
Pierre-Emerick Aubameyang,9,,,30.0,30.0,,0.0,0.0,0.0,,10.0,1,40.0
Joshua Quarshie,1,,,2.0,0.0,,0.0,0.0,0.0,,0.0,0,0.0
Florian Kainz,1308,,,44.8,26.4,,0.83,0.76,0.41,,5.31,0,32.12
Jeremy Doku,469,,,31.7,23.3,,0.38,1.35,0.77,,7.12,0,31.19
Lorenzo Tonelli,870,,,56.7,47.9,,0.31,1.75,0.72,,10.3,1,58.92
François-Joseph Sollacaro,270,,,21.0,11.7,,0.0,0.0,0.0,,2.0,0,13.7
Thorgan Hazard,464,,,62.3,45.2,,0.58,3.27,1.15,,8.46,1,54.81
Boubacar Kamara,2778,,,78.5,71.3,,0.1,2.62,1.78,,8.93,1,82.01
Kévin Gameiro,2385,,,30.2,24.1,,0.94,0.6,0.49,,4.45,0,29.04
Rodrigo Ely,1715,,,43.9,35.7,,0.05,0.68,0.52,,4.24,1,40.46
Ivo Grbi?,1890,,,27.8,18.7,,0.0,0.0,0.0,,3.52,0,22.22
Manuel Locatelli,2160,,,60.1,51.6,,0.13,1.92,1.29,,9.21,1,62.1
Craig Dawson,720,,,38.8,30.6,,0.13,1.25,0.75,,5.63,0,36.98
Théo Sainte-Luce,355,,,49.5,43.1,,0.51,1.79,1.28,,2.82,1,47.2
Nicolás González,1114,,,55.4,50.0,,0.24,2.82,2.1,,7.5,1,59.6
Jean Lucas,291,,,48.1,41.9,,0.94,2.81,1.56,,7.19,1,50.65
Bryan Cristante,2678,,,60.2,49.6,,0.17,2.89,1.95,,10.4,1,61.95
Cristhian Mosquera,145,,,40.6,33.1,,0.0,2.5,1.25,,5.0,0,39.35
Luca Pfeiffer,647,,,25.7,16.3,,0.14,0.14,0.14,,1.81,0,18.25
Toma Bai?,209,,,43.9,32.2,,0.0,2.17,1.3,,5.65,0,39.15
Stefan de Vrij,2410,,,57.0,53.1,,0.11,1.57,1.12,,9.59,1,63.81
Amir Rrahmani,2927,,,61.5,56.2,,0.28,1.08,0.65,,8.77,1,65.62
Wout Weghorst,1450,,,26.8,17.9,,0.43,1.06,0.75,,6.02,0,24.67
Dan Burn,1022,,,54.6,44.5,,0.26,2.11,1.32,,8.77,1,54.59
Salvi,1395,,,23.0,14.3,,0.52,1.16,0.65,,4.97,0,19.92
Martin Agirregabiria,1616,,,43.8,31.3,,0.0,2.33,1.28,,8.33,1,40.91
Darío Poveda,380,,,19.5,12.1,,0.95,0.95,0.24,,3.57,0,15.91
Alexis Flips,1011,,,47.0,31.0,,0.89,2.41,1.43,,7.41,1,39.84
Pedro Obiang,560,,,38.4,32.6,,0.0,3.39,2.1,,4.68,0,39.38
Ouparine Djoco,2116,,,31.2,21.0,,0.0,0.0,0.0,,5.79,0,26.79
