name,minutes,passes_success,passes_total,shots_on_target,duels_won,duels_total,recoveries_high
Álvaro Morata,1159,12.8,20.5,1.4,0.62,0.93,3.02
Jon Morcillo,63,44.3,58.6,0.0,0.0,1.43,10.0
Alberto Moreno,606,40.9,50.9,0.15,0.3,1.49,4.18
Álex Moreno,216,48.3,69.2,0.42,0.83,1.25,7.08
Álex Moreno,1350,35.0,46.3,0.27,1.47,1.93,5.2
Diego Moreno,413,33.0,50.0,0.22,0.87,0.87,6.09
Gerard Moreno,919,22.4,31.8,1.18,0.49,0.69,1.86
Marlos Moreno,13,30.0,40.0,0.0,20.0,20.0,10.0
Tete Morente,802,25.1,33.4,0.34,0.67,1.24,3.6
Ilaix Moriba,570,35.1,42.2,0.63,1.59,2.86,6.83
Manu Morlanes,158,20.0,25.6,0.0,1.11,1.67,2.78
Manu Morlanes,27,50.0,56.7,0.0,3.33,3.33,0.0
Nikola Moro,418,39.8,52.6,0.22,0.87,1.74,7.83
Loren Morón,15,15.0,20.0,0.0,10.0,10.0,5.0
Cristhian Mosquera,145,33.1,40.6,0.0,1.25,2.5,5.0
Dany Mota,996,19.0,28.1,0.36,0.36,0.45,2.79
Lebo Mothiba,263,14.1,20.0,0.69,0.0,0.34,2.41
Youssoufa Moukoko,949,11.0,15.5,1.52,0.57,1.14,2.67
Steve Mounié,516,10.0,22.5,1.23,0.35,0.88,3.16
Mason Mount,1539,32.5,43.2,0.53,0.94,1.7,4.74
Lucas Moura,98,34.5,49.1,0.0,4.55,6.36,5.45
Bevic Moussiti-Oko,698,11.5,20.9,0.9,0.13,0.38,3.46
João Moutinho,1396,43.7,53.4,0.06,1.42,2.65,5.35
João Moutinho,58,50.0,70.0,0.0,1.67,11.7,11.7
Samuel Moutoussamy,1161,34.7,40.9,0.31,1.71,2.64,5.19
Divin Mubama,4,1.0,1.0,0.0,0.0,0.0,0.0
Mykhailo Mudryk,147,25.0,31.3,0.0,3.75,3.75,6.25
Nordi Mukiele,1007,48.8,55.7,0.18,1.79,2.32,5.27
Mert Müldür,6,10.0,10.0,0.0,0.0,0.0,0.0
Florian Müller,1710,31.4,38.6,0.0,0.0,0.0,2.05
Thomas Müller,812,35.6,45.9,1.44,0.56,0.78,3.89
Abdul Mumin,193,42.9,52.9,0.48,0.0,0.0,5.24
Marshall Munetsi,1437,22.2,30.1,0.63,0.94,2.13,5.75
Iker Muniain,1107,48.3,59.0,0.33,0.65,0.89,3.66
Aihen Muñoz,756,41.1,50.5,0.12,1.07,2.26,3.57
Pablo Muñoz,12,20.0,20.0,0.0,0.0,0.0,0.0
Luis Muriel,579,23.9,37.5,0.47,0.47,0.78,3.28
Jeison Murillo,685,39.3,48.3,0.0,1.18,2.11,5.79
Vedat Muriqi,1654,14.8,25.8,0.82,0.22,0.38,3.1
Jacob Murphy,557,18.9,30.3,0.81,0.65,1.45,4.03
Nicola Murru,381,26.4,36.0,0.0,2.38,4.05,3.81
Yunus Musah,1391,29.7,36.6,0.13,1.55,2.13,4.26
Jamal Musiala,1360,33.6,40.7,1.19,0.99,1.52,5.56
Juan Musso,1357,24.4,33.0,0.0,0.0,0.0,0.73
Suliman Mustapha,68,12.5,23.8,0.0,2.5,2.5,3.75
Yvon Mvogo,1182,23.8,32.7,0.0,0.0,0.0,0.84
Enock Mwepu,213,25.4,32.5,0.42,2.08,4.17,3.75
Vitaliy Mykolenko,1778,34.8,45.7,0.1,0.86,1.72,4.9
Joakim Mæhle,1050,49.4,61.2,0.34,0.94,1.62,6.07
Obite N'Dicka,1702,47.7,55.8,0.05,0.58,0.79,6.56
Nathan N'Goumou,90,25.0,30.0,0.0,2.0,3.0,6.0
Nathan N'Goumou,304,22.1,29.7,0.29,0.88,2.06,2.06
Stanley N'Soki,1092,46.2,56.4,0.17,0.91,1.65,7.85
Nacho,507,60.9,65.4,0.18,0.71,1.07,5.36
Nikolas Nartey,370,40.2,50.0,0.0,0.98,1.95,6.83
Juanjo Narváez,148,15.6,22.5,0.0,0.63,0.63,3.13
Matija Nastasi?,563,22.1,27.5,0.16,0.63,0.95,2.06
Roberto Navarro,314,24.9,34.6,1.43,0.86,1.14,6.0
Jesús Navas,1071,53.2,68.7,0.17,0.59,1.01,5.71
Keylor Navas,180,23.0,40.0,0.0,0.0,0.0,0.5
Michel Ndary Adopo,245,41.5,48.1,0.0,0.74,2.22,6.67
Youssouf Ndayishimiye,200,35.9,41.8,0.0,1.36,2.27,5.45
Papa Ndiaga Yade,320,36.1,50.0,0.56,1.11,1.39,6.11
Wilfred Ndidi,898,50.7,58.3,0.2,2.1,2.9,8.2
Tanguy Ndombele,545,59.3,66.2,0.16,0.49,1.31,5.08
Álvaro Negredo,556,12.4,20.8,0.97,0.65,0.65,1.13
Reiss Nelson,65,50.0,55.7,4.29,0.0,1.43,7.14
Ilija Nestorovski,115,18.5,25.4,0.77,0.0,0.77,3.08
Neto,1035,18.9,30.1,0.0,0.0,0.09,0.61
Pedro Neto,599,26.4,35.8,0.3,0.9,1.19,5.22
Luca Netz,144,26.3,36.3,0.0,2.5,5.0,5.0
Manuel Neuer,1080,37.4,42.0,0.08,0.0,0.0,1.75
Florian Neuhaus,529,27.6,36.1,0.34,0.17,0.85,4.58
Rúben Neves,1890,51.4,62.2,0.38,1.19,2.48,7.14
Neymar,1495,59.8,74.6,1.02,0.84,1.33,3.55
Jessic Ngankam,147,5.0,10.6,1.25,0.63,1.88,2.5
Cyril Ngonge,85,14.4,23.3,3.33,1.11,1.11,3.33
Moussa Niakhate,160,21.1,27.8,1.11,0.0,0.56,3.89
Ibrahima Niane,70,12.5,16.3,2.5,0.0,0.0,1.25
M'Baye Niang,1037,11.9,18.7,0.43,0.43,0.78,2.17
Tanguy Nianzou,910,45.6,51.3,0.1,0.89,1.19,4.46
Rasmus Nicolaisen,1825,42.3,51.4,0.15,0.74,1.58,5.27
Hans Nicolussi Caviglia,385,28.6,36.5,0.23,0.93,2.33,6.51
Florian Niederlechner,910,11.7,19.8,1.49,0.5,0.99,2.77
Florian Niederlechner,97,4.55,8.18,0.91,0.0,0.91,1.82
Saúl Ñíguez,536,35.2,47.2,0.83,2.5,4.17,4.83
Dimitris Nikolaou,1689,40.2,50.3,0.0,1.06,1.38,6.76
Fernando Niño,12,30.0,30.0,0.0,0.0,0.0,0.0
Rasmus Nissen,1133,37.6,53.6,0.08,1.59,3.1,4.76
Justin Njinmah,22,0.0,10.0,0.0,0.0,0.0,5.0
Eddie Nketiah,781,18.6,22.8,1.49,0.92,1.15,2.3
Christopher Nkunku,1282,24.9,30.9,1.2,0.14,0.21,3.1
Lukas Nmecha,834,13.2,19.9,0.75,0.32,0.54,1.61
Diego Noguerol,10,30.0,30.0,0.0,0.0,0.0,0.0
Arnaud Nordin,1116,18.0,24.5,0.4,0.4,1.05,4.6
Riad Nouri,1213,23.2,35.0,0.3,0.74,1.33,4.67
Hugo Novoa,184,38.5,54.0,1.0,1.0,4.0,2.0
Randy Ntekja,20,45.0,70.0,0.0,15.0,20.0,0.0
Randy Ntekja,116,37.7,50.0,0.0,1.54,3.08,8.46
Alexander Nübel,2070,22.4,30.1,0.0,0.0,0.0,1.22
Matheus Nunes,1408,30.6,38.3,0.38,1.47,2.24,5.38
Darwin Núñez,989,12.3,19.1,2.27,0.27,0.55,2.0
Unai Núñez,1710,49.3,56.2,0.05,0.84,1.26,5.89
Bram Nuytinck,385,26.3,32.3,0.0,0.93,1.63,4.42
Bram Nuytinck,485,31.9,37.8,0.0,2.78,4.07,5.0
Ethan Nwaneri,1,0.0,0.0,0.0,0.0,0.0,0.0
Gerzino Nyamsi,972,41.3,48.0,0.09,0.83,1.3,6.02
Ørjan Nyland,90,27.0,30.0,0.0,0.0,0.0,3.0
M'Bala Nzola,1596,15.3,19.3,0.85,0.17,0.34,2.37
Christian Nørgaard,959,30.7,42.2,0.56,1.12,2.24,8.97
Lewis O'Brien,584,25.5,32.9,0.31,1.38,2.46,7.85
Pedro Obiang,560,32.6,38.4,0.0,2.1,3.39,4.68
Jan Oblak,1592,18.2,28.6,0.0,0.0,0.0,1.07
Brian Ocampo,1058,21.7,29.3,0.17,1.27,1.44,7.37
Lucas Ocampos,283,34.5,41.6,0.65,0.65,1.94,5.81
Guillermo Ochoa,540,19.5,36.2,0.0,0.0,0.0,1.33
Wilson Odobert,879,19.5,25.7,0.51,0.92,1.12,3.57
Tim Oermann,194,17.7,23.2,0.0,0.45,0.91,2.27
Angelo Ogbonna,477,25.5,30.2,0.0,0.38,1.13,4.53
Florent Ogier,944,43.2,52.5,0.0,0.86,1.62,5.24
David Okereke,1444,13.8,20.4,0.69,0.31,0.44,1.94
Caleb Okoli,845,31.6,41.2,0.21,1.81,2.23,6.28
Olasagasti,65,55.7,68.6,1.43,5.71,5.71,8.57
Lucas Olaza,869,39.4,51.1,0.0,1.24,1.96,4.54
Finn Ole Becker,19,30.0,35.0,0.0,0.0,15.0,5.0
Mathias Olesen,233,16.9,22.3,0.0,0.77,2.31,3.85
Michael Olise,1375,34.0,48.4,0.33,1.11,2.09,5.1
Brian Oliván,1651,25.5,41.4,0.11,1.09,1.97,5.79
Lucas Oliveira Rosa,577,27.7,38.4,0.16,1.41,4.22,5.31
Mathías Olivera,531,68.6,79.5,0.17,1.53,2.71,6.44
Dani Olmo,747,31.8,42.3,1.08,0.84,1.33,6.51
Robin Olsen,236,25.0,42.7,0.0,0.0,0.0,0.77
Warmed Omari,172,78.9,84.7,0.0,0.0,0.53,8.95
Jonas Omlin,1166,22.7,31.9,0.0,0.0,0.08,1.23
Jonas Omlin,360,41.3,52.0,0.0,0.0,0.0,1.25
Ado Onaiwu,610,17.8,24.0,0.29,0.44,0.74,1.91
Amadou Onana,1485,32.1,38.1,0.18,2.0,3.03,5.45
André Onana,1170,31.8,40.4,0.0,0.0,0.0,0.92
Jean Onana,357,41.8,48.5,0.0,2.0,3.25,6.75
Karim Onisiwo,1741,12.8,22.5,1.19,0.36,0.62,2.23
Josh Onomah,15,20.0,30.0,0.0,0.0,5.0,5.0
Paul Onuachu,118,15.4,23.1,0.77,0.0,0.0,1.54
Frank Onyeka,442,19.8,26.3,0.2,1.84,2.45,6.33
Loïs Openda,1355,11.7,17.0,1.66,0.26,0.26,2.19
Willi Orban,1710,66.7,75.9,0.32,1.32,1.79,5.89
Ivan Ordets,1396,27.2,36.3,0.0,0.84,1.55,5.42
Divock Origi,566,11.7,17.5,1.27,0.32,0.63,2.06
Aimar Oroz,975,26.4,34.4,0.37,0.56,1.2,4.44
Mislav Ori?,7,20.0,30.0,0.0,10.0,10.0,10.0
Riccardo Orsolini,1151,22.4,36.3,1.09,0.86,1.33,5.0
Pedro Ortiz,1,1.0,1.0,0.0,0.0,0.0,1.0
Jordi Osei-Tutu,521,16.9,23.6,0.69,2.41,3.1,5.86
Victor Osimhen,1401,9.17,12.9,1.79,0.06,0.19,1.54
Patrick Osterhage,363,22.8,34.8,0.0,1.5,2.0,5.5
Paulo Otávio,1423,38.0,51.6,0.06,1.84,3.23,4.68
Dango Ouattara,258,15.9,23.4,0.69,1.03,1.38,4.14
Dango Ouattara,1548,15.5,25.8,0.99,1.51,2.38,5.23
Remi Oudin,312,27.1,47.4,1.14,1.43,3.14,8.29
Zinédine Ould Khaled,42,56.0,58.0,2.0,0.0,0.0,12.0
Azzedine Ounahi,33,95.0,102.5,2.5,0.0,0.0,10.0
Azzedine Ounahi,1129,43.4,50.4,0.48,0.64,1.52,5.6
Adam Ounas,15,65.0,85.0,0.0,0.0,0.0,0.0
Adam Ounas,784,33.2,47.5,0.92,0.92,1.72,5.4
Thomas Ouwejan,752,31.8,52.6,0.12,0.83,2.14,6.55
Reece Oxford,94,28.0,52.0,0.0,1.0,1.0,6.0
Alex Oxlade-Chamberlain,314,20.9,28.3,0.86,1.14,1.43,5.43
Mikel Oyarzabal,174,27.9,33.2,0.53,0.53,1.05,5.26
Salih Özcan,1180,50.8,57.8,0.08,1.07,1.83,7.18
Cenk Özkacar,509,54.2,64.0,0.35,1.23,1.75,8.6
David Ozoh,1,3.0,3.0,0.0,0.0,0.0,0.0
Levin Öztunalý,9,10.0,10.0,0.0,0.0,0.0,10.0
Fernando Pacheco,90,20.0,31.0,0.0,0.0,0.0,0.0
Jon Pacheco,678,60.5,66.7,0.0,0.93,1.2,4.13
Gonçalo Paciência,400,11.4,19.8,0.91,0.68,1.14,2.95
Simone Pafundi,6,40.0,50.0,0.0,10.0,10.0,20.0
Exequiel Palacios,835,54.2,62.7,0.32,1.83,3.66,9.25
Helibelton Palacios,1165,29.1,38.6,0.16,0.93,1.55,5.5
Ante Palaversa,10,60.0,70.0,10.0,10.0,10.0,30.0
Isaac Palazón Camacho,1500,31.0,42.0,0.66,1.2,1.5,5.69
João Palhinha,1955,28.1,34.9,0.32,2.58,4.52,6.04
Nicolas Pallois,1368,39.5,46.9,0.07,2.17,3.22,7.63
Cole Palmer,119,47.7,55.4,0.0,0.77,2.31,5.38
Erik Palmer-Brown,1877,34.7,41.1,0.05,0.77,1.29,5.41
Emerson Palmieri,547,36.2,46.1,0.49,0.82,1.48,4.1
Milo Pantovi?,176,20.5,31.0,1.0,0.5,1.5,5.0
Flavio Paoletti,82,42.2,51.1,0.0,2.22,2.22,4.44
Antonios Papadopoulos,13,170.0,190.0,0.0,0.0,0.0,20.0
Lucas Paquetá,1084,37.5,47.6,0.67,1.58,2.25,6.17
Lucas Paquetá,159,61.1,70.0,0.56,2.22,2.78,5.56
Aitor Paredes,140,30.6,36.9,1.25,0.63,1.25,6.88
Kevin Paredes,293,23.9,32.1,0.61,1.82,2.73,6.97
Leandro Paredes,523,59.1,65.2,0.17,1.55,2.41,5.69
Leandro Paredes,52,113.3,116.7,0.0,1.67,1.67,3.33
Daniel Parejo,1755,58.8,69.1,0.26,0.97,1.74,6.41
Fabiano Parisi,1690,38.0,50.2,0.11,1.12,2.07,7.29
Moises Parra Gutierrez,10,30.0,30.0,0.0,0.0,10.0,10.0
Raúl Parra,33,10.0,25.0,0.0,0.0,0.0,2.5
Thomas Partey,1539,61.6,71.5,0.18,1.4,2.46,8.01
Marco Paali?,11,60.0,70.0,0.0,0.0,0.0,20.0
Mario Paali?,1023,27.5,33.9,0.35,0.53,1.49,4.56
Felix Passlack,49,42.0,56.0,0.0,0.0,2.0,8.0
Javier Pastore,5,60.0,80.0,0.0,0.0,0.0,10.0
Patric,805,56.0,63.7,0.0,0.79,1.24,6.74
Rui Patrício,1980,20.2,25.7,0.0,0.05,0.05,1.18
Nathan Patterson,988,36.0,47.0,0.09,1.55,3.55,6.09
Paulinho,82,25.6,31.1,1.11,0.0,0.0,5.56
Gabriel Paulista,740,50.0,57.3,0.12,0.61,1.1,4.76
Benjamin Pavard,1377,75.6,87.0,0.39,2.03,2.94,5.69
Ji?í Pavlenka,1738,26.7,37.0,0.0,0.0,0.0,1.19
Dimitri Payet,700,35.4,49.7,0.51,0.38,0.51,5.0
Ben Pearson,286,33.8,41.9,0.31,0.94,2.19,5.94
Kristian Pedersen,267,38.3,53.7,0.0,1.33,1.67,6.0
Mads Pedersen,1031,23.0,34.1,0.0,1.04,2.17,5.65
Alfonso Pedraza,836,32.2,42.3,0.65,1.72,1.83,4.09
Pedri,1539,57.7,65.8,0.47,1.11,1.93,6.26
Pedro,1119,36.1,45.5,0.56,0.73,1.13,4.19
Jordan Pefok,984,9.63,18.3,0.55,0.64,1.28,2.66
Gianluca Pegolo,180,32.0,38.5,0.0,0.0,0.0,0.5
Peter Pekarík,88,28.0,38.0,0.0,3.0,3.0,5.0
Pietro Pellegri,369,10.2,14.1,0.73,0.24,0.98,2.2
Lorenzo Pellegrini,1610,30.3,40.8,0.56,0.95,1.79,4.58
Luca Pellegrini,557,47.1,69.5,0.32,1.29,2.1,8.55
Facundo Pellistri,32,20.0,20.0,0.0,0.0,0.0,0.0
Timothee Pembele,65,38.6,47.1,0.0,2.86,2.86,4.29
Rubén Peña,653,27.9,39.9,0.27,1.1,2.19,5.89
Patrick Pentz,630,20.1,30.1,0.0,0.0,0.0,1.14
Nicolas Pépé,1225,30.1,38.5,1.1,0.59,1.18,4.49
Ricardo Pepi,95,16.4,24.5,0.0,0.91,0.91,4.55
Pepín,570,44.0,53.8,0.0,1.11,2.06,4.92
Alberto Perea,45,20.0,24.0,0.0,0.0,4.0,4.0
Juan Perea,256,11.8,18.6,0.0,1.07,1.43,4.29
Andreas Pereira,1904,23.0,35.6,0.52,0.28,0.52,4.15
Brayann Pereira,180,28.0,39.5,0.0,2.5,3.0,4.5
Danilo Pereira,1184,68.9,73.5,0.15,0.61,1.44,7.05
Mathias Pereira Lage,1079,18.8,27.5,0.58,0.58,1.42,5.33
Ricardo Pereira,3,1.0,1.0,0.0,0.0,0.0,2.0
Roberto Pereyra,1549,35.4,44.4,0.52,0.99,1.28,5.87
Ayoze Pérez,382,28.1,40.7,0.48,1.9,2.62,8.33
Ayoze Pérez,41,20.0,28.0,0.0,2.0,2.0,4.0
Carles Pérez,858,23.1,27.8,0.53,0.84,1.37,3.58
Francisco Perez,41,42.0,52.0,0.0,0.0,0.0,10.0
Kike Pérez,1343,38.2,50.2,0.47,1.01,2.21,6.91
Lucas Pérez,628,24.1,33.7,0.86,0.29,0.43,3.0
Luis Pérez,613,33.5,42.8,0.0,1.91,3.68,3.24
Nehuén Pérez,1573,51.1,60.1,0.34,1.14,2.29,4.63
Mattia Perin,588,28.5,36.8,0.0,0.0,0.0,1.85
Ivan Perii?,1420,31.1,48.0,0.19,0.89,1.77,5.0
Romain Perraud,1179,28.9,41.8,0.31,1.37,2.21,3.82
Gaëtan Perrin,776,20.9,27.8,0.93,0.23,0.93,4.77
Lucas Perrin,913,36.2,43.9,0.1,1.49,2.67,5.74
Matteo Pessina,1534,50.2,59.2,0.24,0.76,1.24,6.35
Andrea Petagna,860,17.9,25.1,0.63,0.42,0.52,2.71
Nils Petersen,193,10.0,21.0,0.0,1.9,2.86,1.43
Lukas Petkov,146,11.3,21.3,0.0,0.63,3.13,3.75
Germán Pezzella,1431,43.6,49.7,0.0,1.19,1.64,4.03
Giuseppe Pezzella,647,41.1,52.2,0.0,0.97,2.36,5.42
Luca Pfeiffer,647,16.3,25.7,0.14,0.14,0.14,1.81
Maximilian Philipp,116,20.8,32.3,0.77,0.77,1.54,2.31
Maximilian Philipp,20,10.0,15.0,0.0,0.0,0.0,0.0
Kalvin Phillips,21,80.0,100.0,0.0,0.0,0.0,15.0
Nathaniel Phillips,66,101.4,117.1,0.0,1.43,2.86,20.0
Krzysztof Pi?tek,1149,17.0,23.8,0.94,0.39,0.63,2.34
Roberto Piccoli,192,6.19,11.9,0.95,0.0,0.48,1.9
Roberto Piccoli,60,8.57,10.0,1.43,0.0,0.0,0.0
Charles Pickel,1395,28.8,37.1,0.39,0.9,2.39,6.26
Jordan Pickford,1800,22.8,36.8,0.0,0.0,0.0,0.95
Amos Pieper,1467,42.1,53.7,0.12,1.23,2.15,6.07
Ronaël Pierre-Gabriel,44,30.0,36.0,0.0,6.0,12.0,8.0
Ronaël Pierre-Gabriel,653,39.3,49.9,0.27,2.47,3.42,5.62
Andrea Pinamonti,1305,12.9,20.3,0.76,0.28,0.41,1.38
Ethan Pinnock,1260,26.1,35.8,0.21,0.57,1.0,3.64
Yeremi Pino,1115,21.8,30.0,0.73,1.69,2.42,4.52
Gerard Piqué,384,82.1,89.5,0.0,0.93,1.16,6.05
Lorenzo Pirola,590,31.2,40.0,0.0,1.82,2.42,2.27
Marko Pjaca,407,32.4,40.9,0.44,0.22,0.44,4.67
Óscar Plano,1278,21.5,28.8,0.49,1.27,1.97,4.72
Gonzalo Plata,919,24.5,31.6,0.88,1.67,2.84,5.0
Marvin Plattenhardt,1221,35.5,52.2,0.07,1.32,1.91,4.34
Alassane Pléa,1041,27.0,39.6,0.6,0.43,0.95,4.48
Tommaso Pobega,574,26.4,35.0,0.47,1.09,2.19,4.84
Daniel Podence,1312,23.2,34.1,0.89,0.96,1.51,4.59
Joel Pohjanpalo,4,0.0,1.0,0.0,0.0,0.0,1.0
Matteo Politano,827,35.3,48.8,0.33,0.76,1.63,5.22
Sebastian Polter,465,12.1,22.3,0.77,0.58,0.77,3.85
Ezequiel Ponce,680,17.1,22.8,0.92,0.53,0.79,3.42
Julien Ponceau,1137,34.5,42.1,0.08,1.03,1.59,5.48
Marin Pongra?i?,790,33.6,41.0,0.0,1.59,1.82,6.7
Nick Pope,1980,17.6,25.7,0.0,0.0,0.05,0.77
?ukasz Por?ba,247,40.0,48.5,0.0,1.48,1.85,4.07
Jackson Porozo,1231,28.8,35.3,0.51,0.8,1.53,3.87
Pedro Porro,74,30.0,38.8,0.0,0.0,1.25,6.25
Francisco Portillo,364,48.3,61.3,0.5,1.0,2.0,7.75
Portu,706,28.3,38.2,0.38,1.03,1.67,4.36
Stefan Posch,1228,42.4,58.4,0.51,1.84,3.01,4.85
Stefan Posch,18,40.0,60.0,0.0,0.0,0.0,0.0
Yussuf Poulsen,178,14.0,27.5,1.5,0.0,0.5,4.5
José Pozo,75,36.3,48.8,0.0,1.25,1.25,6.25
Alejandro Pozo Pozo,1026,42.7,58.6,0.18,0.7,1.58,7.37
Dennis Praet,377,24.0,32.4,0.24,1.67,2.38,6.67
Abdón Prats,176,16.0,21.5,2.0,0.0,0.5,3.0
Sanjin Prci?,1367,47.6,56.7,0.39,0.66,1.45,8.29
Isaac Price,33,30.0,35.0,0.0,0.0,0.0,0.0
Grischa Prömel,1071,22.9,29.2,0.42,1.51,1.93,5.21
Ivan Provedel,1973,29.4,37.1,0.0,0.0,0.05,1.78
Javi Puado,1152,15.8,20.5,0.63,0.16,0.55,5.16
Mehdi Puch Herrantz,9,40.0,60.0,0.0,10.0,10.0,20.0
Tymoteusz Puchacz,58,36.7,60.0,0.0,0.0,1.67,1.67
Arnau Puigmal,277,30.0,41.6,0.32,0.32,1.29,4.19
Christian Pulisic,609,27.2,33.7,0.59,0.88,1.62,3.38
Ignacio Pussetto,152,20.0,32.9,1.18,1.76,3.53,2.35
Niklas Pyyhtiä,37,35.0,50.0,0.0,0.0,0.0,7.5
Fabio Quagliarella,360,18.0,26.8,1.25,0.25,0.25,2.5
Giacomo Quagliata,493,27.8,45.3,0.18,1.27,1.45,7.82
Joshua Quarshie,1,0.0,2.0,0.0,0.0,0.0,0.0
Ghjuvanni Quilichini,82,15.6,37.8,0.0,0.0,0.0,1.11
Domingos Quina,275,39.4,47.4,0.0,0.65,0.97,8.71
Adrien Rabiot,1398,31.3,37.9,0.77,1.1,2.19,6.58
Nemanja Radonji?,916,17.9,28.7,1.18,0.1,0.1,3.73
Ivan Radovanovi?,671,28.5,35.3,0.0,0.53,1.6,6.27
Ionu? Radu,810,24.6,37.3,0.0,0.0,0.0,1.22
Ionu? Radu,270,25.7,34.7,0.0,0.0,0.0,2.33
Antonio Raillo,1800,31.4,36.6,0.15,0.8,1.2,4.25
Predrag Rajkovi?,1890,21.6,33.9,0.0,0.0,0.0,0.71
Ivan Rakiti?,945,54.2,66.3,0.57,1.43,2.29,6.0
Diant Ramaj,90,21.0,25.0,0.0,0.0,0.0,3.0
Largie Ramazani,1039,13.9,20.5,1.22,0.61,0.87,4.0
Adil Rami,539,31.5,37.2,0.33,1.17,1.5,4.33
Chris Ramos,21,10.0,15.0,0.0,0.0,0.0,0.0
Sergio Ramos,1534,82.6,87.2,0.24,1.0,1.41,6.53
Aaron Ramsdale,1890,19.2,28.9,0.0,0.05,0.05,0.67
Aaron Ramsey,1017,47.4,56.0,0.53,1.68,3.19,7.17
Jacob Ramsey,1236,30.3,36.6,0.51,1.82,2.85,5.26
Luca Ranieri,175,40.5,51.1,0.0,1.05,2.11,4.21
Andrea Ranocchia,47,32.0,38.0,0.0,2.0,6.0,2.0
Filippo Ranocchia,477,31.5,40.0,0.94,1.13,1.89,5.28
Lilian Raolisoa,47,66.0,74.0,0.0,2.0,2.0,10.0
Raphinha,959,43.8,59.0,1.03,1.03,1.21,4.49
Nicolai Rapp,71,58.8,73.8,0.0,1.25,3.75,7.5
Elba Rashani,1286,22.5,31.5,0.56,0.77,1.4,5.03
Marcus Rashford,1795,19.4,25.8,1.31,0.3,0.8,2.96
Giacomo Raspadori,572,35.0,45.9,1.88,1.09,1.25,3.13
Giacomo Raspadori,45,20.0,24.0,0.0,0.0,0.0,0.0
Rafael Ratão,1147,27.7,38.5,0.71,2.13,2.68,5.75
David Raum,1183,43.0,58.5,0.15,1.37,2.37,5.19
Rayan Raveloson,1011,31.8,38.3,0.09,0.8,1.52,5.8
David Raya,1980,26.9,42.6,0.0,0.0,0.0,1.27
Tim Ream,2067,49.2,57.0,0.09,0.52,1.0,6.26
Ante Rebi?,514,16.0,30.2,1.58,0.53,0.88,3.16
Arkadiusz Reca,1340,30.3,44.0,0.27,1.07,1.88,5.23
Nathan Redmond,1,0.0,1.0,0.0,0.0,0.0,0.0
Harrison Reed,1815,28.7,38.1,0.2,0.79,1.19,4.95
Sergio Reguilón,87,48.0,61.0,0.0,2.0,3.0,5.0
Bobby Reid,1817,24.5,35.3,0.45,0.94,1.53,5.2
Pepe Reina,450,32.6,37.4,0.0,0.0,0.0,1.2
Jeff Reine-Adélaïde,23,86.7,103.3,0.0,0.0,0.0,10.0
Jeff Reine-Adélaïde,336,77.0,88.9,1.89,1.35,2.16,8.11
Reinier,313,26.6,33.1,0.57,1.14,1.71,4.0
Rocco Reitz,3,2.0,2.0,0.0,0.0,0.0,0.0
Karim Rekik,664,59.9,63.6,0.14,0.14,0.27,4.59
Álex Remiro,1800,25.6,36.0,0.0,0.0,0.0,1.15
Panagiotis Retsos,122,31.4,40.0,0.0,2.86,3.57,5.0
Marco Reus,779,24.0,31.5,0.46,1.26,1.95,3.22
Alejandro Revuelta Montero,1,0.0,0.0,0.0,0.0,0.0,0.0
Elvis Rexhbeçaj,1603,21.0,32.5,0.17,1.29,1.91,5.62
Gio Reyna,503,31.1,40.2,1.07,0.71,1.79,3.21
Chadi Riad,2,1.0,1.0,0.0,0.0,0.0,0.0
Nico Ribaudo,381,22.1,28.8,0.24,1.19,1.43,5.24
Alexsandro Ribeiro,454,58.8,65.0,0.2,1.4,2.0,7.2
Franck Ribéry,37,47.5,55.0,0.0,0.0,0.0,5.0
Samuele Ricci,1197,46.7,52.6,0.3,0.53,1.13,6.32
Declan Rice,1980,52.8,60.2,0.18,0.95,2.32,9.41
Chris Richards,348,29.0,35.1,0.0,1.28,1.79,2.05
Richarlison,503,20.7,28.0,0.89,1.07,1.61,5.54
Marco Richter,860,18.9,30.6,0.94,0.94,2.19,8.23
Diego Rico,1044,41.0,54.6,0.09,1.12,1.72,5.6
Jaïro Riedewald,49,52.0,70.0,0.0,2.0,4.0,8.0
Manuel Riemann,1800,31.6,52.4,0.0,0.05,0.1,3.0
Tomás Rincón,1324,34.5,42.7,0.2,1.16,2.38,5.71
Rémy Riou,331,28.4,33.5,0.0,0.0,0.27,2.16
Renaud Ripart,1010,21.6,31.4,0.98,1.79,2.77,3.93
Rodrigo Riquelme,1271,19.5,27.8,0.92,0.07,0.71,4.54
Matt Ritchie,4,2.0,3.0,0.0,0.0,0.0,1.0
Sergi Roberto,544,66.0,71.8,0.5,1.17,1.33,4.67
Lucas Robertone,1487,32.7,42.7,0.3,1.03,1.58,6.36
Andrew Robertson,1322,59.5,75.5,0.07,0.68,1.09,5.24
Antonee Robinson,1738,39.5,53.9,0.0,0.93,1.61,7.41
Joel Roca,67,32.9,44.3,0.0,2.86,2.86,7.14
Marc Roca,1461,40.9,53.2,0.37,1.67,2.53,6.05
Enzo Roco,1155,33.4,40.2,0.08,0.7,1.33,4.45
Marek Rodák,180,14.5,30.5,0.0,0.0,0.0,1.5
Sebastian Rode,720,46.5,55.1,0.38,1.75,2.5,6.38
