name,minutes_played,goals,assists,passes_total,passes_success,shots_total,shots_on_target,duels_total,duels_won,ball_losses,recoveries
Memphis,114,,,50.8,40.8,,2.31,1.54,0.77,,5.38
Memphis,22,,,90.0,75.0,,0.0,0.0,0.0,,0.0
Houboulang Mendes,694,,,34.7,24.5,,0.0,1.69,1.04,,3.64
Nuno Mendes,896,,,50.7,42.9,,0.4,2.5,1.8,,5.0
Thiago Mendes,1483,,,74.3,63.3,,0.12,2.18,1.09,,6.12
Brais Méndez,1451,,,51.3,40.9,,0.93,2.42,1.43,,4.84
Diego Méndez,1,,,2.0,1.0,,0.0,0.0,0.0,,0.0
Antoine Mendy,170,,,63.2,52.6,,1.05,3.68,2.63,,7.89
Arial Mendy,223,,,48.0,32.8,,0.0,1.6,0.8,,5.6
Batista Mendy,1622,,,44.9,38.4,,0.0,2.22,0.94,,6.22
Edouard Mendy,765,,,31.5,25.1,,0.0,0.0,0.0,,1.65
Ferland Mendy,1127,,,56.6,51.8,,0.0,1.36,0.72,,5.12
Nampalys Mendy,420,,,51.7,44.9,,0.21,1.28,0.85,,6.6
Gideon Mensah,1157,,,60.4,48.1,,0.08,3.18,1.63,,9.07
Chris Mepham,1559,,,40.7,33.6,,0.12,1.45,0.69,,3.41
Alex Meret,1890,,,28.4,24.6,,0.0,0.0,0.0,,1.9
Mikel Merino,1285,,,53.2,40.6,,0.7,2.94,1.75,,8.04
Quentin Merlin,1265,,,64.0,48.2,,0.21,1.56,0.92,,5.96
Yýldýrým Mert Çetin,20,,,15.0,10.0,,0.0,5.0,0.0,,15.0
Roque Mesa,1068,,,52.3,43.0,,0.67,1.6,0.67,,7.98
Illan Meslier,1890,,,30.3,18.2,,0.0,0.05,0.0,,0.86
Lionel Messi,1577,,,66.5,53.3,,1.94,0.97,0.74,,2.34
Junior Messias,879,,,31.4,22.9,,0.71,1.22,0.92,,3.57
Thomas Meunier,566,,,68.1,50.5,,0.0,2.38,1.11,,6.98
Alexander Meyer,360,,,49.0,43.8,,0.0,0.0,0.0,,2.75
Sven Michel,264,,,35.9,19.0,,0.69,1.72,0.69,,5.52
Alexander Mighten,8,,,10.0,10.0,,0.0,0.0,0.0,,0.0
Tommaso Milanese,27,,,46.7,33.3,,0.0,0.0,0.0,,0.0
Nikola Milenkovi?,1288,,,57.8,49.7,,0.21,1.47,0.98,,5.24
Arkadiusz Milik,986,,,25.4,19.8,,1.45,0.64,0.45,,2.36
Arkadiusz Milik,129,,,26.4,20.0,,0.0,0.71,0.71,,2.86
Sergej Milinkovi?-Savi?,1746,,,60.3,44.6,,0.46,2.06,1.13,,5.88
Vanja Milinkovi?-Savi?,1980,,,44.8,26.0,,0.0,0.09,0.05,,1.36
Éder Militão,1218,,,56.1,48.9,,0.3,1.7,1.11,,5.19
Luka Milivojevi?,293,,,49.1,40.0,,0.0,3.03,1.82,,6.36
Luis Milla,1165,,,52.9,41.3,,0.08,2.4,1.55,,7.67
Pere Milla,1205,,,30.8,21.8,,0.3,1.72,0.97,,5.52
Enzo Millot,354,,,38.2,30.3,,0.77,2.56,1.79,,5.13
James Milner,546,,,68.9,51.0,,0.16,1.64,0.66,,5.74
Marko Milovanovi?,15,,,45.0,20.0,,0.0,0.0,0.0,,0.0
Kim Min-jae,1755,,,78.7,70.9,,0.1,1.79,1.13,,6.72
Yerry Mina,234,,,66.9,60.0,,0.77,3.46,1.54,,4.62
Takumi Minamino,480,,,31.5,20.8,,0.94,1.89,0.94,,5.09
Tyrone Mings,1710,,,49.9,41.9,,0.0,0.42,0.11,,5.21
Óscar Mingueza,964,,,63.0,50.3,,0.0,2.62,1.4,,6.45
Rafa Mir,764,,,17.3,12.2,,1.06,0.71,0.12,,2.94
Aleksei Miranchuk,1162,,,35.7,28.9,,0.78,0.39,0.16,,3.8
Juan Miranda,272,,,52.3,36.3,,0.33,2.33,1.67,,4.33
Fabio Miretti,829,,,40.1,28.4,,0.54,1.85,0.76,,6.41
Tyrick Mitchell,1460,,,49.8,35.3,,0.06,1.91,1.23,,6.3
Kaoru Mitoma,930,,,43.4,34.8,,1.07,2.14,1.46,,4.85
Aleksandar Mitrovi?,1633,,,21.9,13.2,,1.33,0.66,0.33,,2.76
Stefan Mitrovi?,1041,,,30.5,25.1,,0.0,0.43,0.26,,3.36
Maximilian Mittelstädt,535,,,54.7,37.1,,0.0,4.41,2.37,,9.15
Henrikh Mkhitaryan,1149,,,45.0,39.0,,0.08,1.95,1.25,,7.27
Anthony Modeste,750,,,13.4,7.71,,1.08,0.48,0.48,,1.81
Luka Modri?,1122,,,75.1,65.3,,0.32,1.04,0.4,,3.76
Terem Moffi,162,,,13.3,10.0,,0.56,0.0,0.0,,0.56
Terem Moffi,1386,,,13.5,10.0,,1.17,0.52,0.32,,2.27
Mostafa Mohamed,1203,,,16.0,9.4,,0.75,0.75,0.45,,2.31
Tobias Mohr,706,,,55.8,34.0,,0.0,0.9,0.51,,5.9
Johan Mojica,457,,,54.5,44.7,,0.2,2.35,1.76,,7.25
Johan Mojica,270,,,59.3,42.3,,0.0,2.0,1.0,,11.0
Clinton Mola,15,,,30.0,15.0,,0.0,15.0,5.0,,5.0
Nahuel Molina,1374,,,59.7,43.3,,0.07,2.09,1.37,,4.84
Salvatore Molina,229,,,45.6,34.4,,0.0,2.4,2.0,,4.0
Florent Mollet,155,,,47.6,35.9,,0.0,1.18,0.59,,3.53
Florent Mollet,410,,,33.0,24.6,,0.22,0.87,0.22,,5.43
Jon Moncayola,1222,,,48.8,40.2,,0.37,1.76,1.1,,6.32
Monchu,997,,,47.9,37.2,,0.27,2.88,1.44,,4.86
César Montes,315,,,30.0,22.6,,0.0,1.43,0.57,,4.29
Daniele Montevago,231,,,15.4,8.85,,0.38,0.38,0.0,,1.92
Gonzalo Montiel,801,,,55.5,43.3,,0.11,1.24,0.56,,5.17
Lorenzo Montipò,1890,,,31.8,20.7,,0.0,0.0,0.0,,1.86
Martín Montoya,183,,,56.0,42.0,,0.0,3.5,2.5,,4.0
Kieffer Moore,1119,,,25.6,15.0,,0.48,1.05,0.89,,1.94
Andrew Moran,12,,,20.0,10.0,,0.0,0.0,0.0,,0.0
Álvaro Morata,1159,,,20.5,12.8,,1.4,0.93,0.62,,3.02
Jon Morcillo,63,,,58.6,44.3,,0.0,1.43,0.0,,10.0
Alberto Moreno,606,,,50.9,40.9,,0.15,1.49,0.3,,4.18
Álex Moreno,216,,,69.2,48.3,,0.42,1.25,0.83,,7.08
Álex Moreno,1350,,,46.3,35.0,,0.27,1.93,1.47,,5.2
Diego Moreno,413,,,50.0,33.0,,0.22,0.87,0.87,,6.09
Gerard Moreno,919,,,31.8,22.4,,1.18,0.69,0.49,,1.86
Marlos Moreno,13,,,40.0,30.0,,0.0,20.0,20.0,,10.0
Tete Morente,802,,,33.4,25.1,,0.34,1.24,0.67,,3.6
Ilaix Moriba,570,,,42.2,35.1,,0.63,2.86,1.59,,6.83
Manu Morlanes,158,,,25.6,20.0,,0.0,1.67,1.11,,2.78
Manu Morlanes,27,,,56.7,50.0,,0.0,3.33,3.33,,0.0
Nikola Moro,418,,,52.6,39.8,,0.22,1.74,0.87,,7.83
Loren Morón,15,,,20.0,15.0,,0.0,10.0,10.0,,5.0
Cristhian Mosquera,145,,,40.6,33.1,,0.0,2.5,1.25,,5.0
Dany Mota,996,,,28.1,19.0,,0.36,0.45,0.36,,2.79
Lebo Mothiba,263,,,20.0,14.1,,0.69,0.34,0.0,,2.41
Youssoufa Moukoko,949,,,15.5,11.0,,1.52,1.14,0.57,,2.67
Steve Mounié,516,,,22.5,10.0,,1.23,0.88,0.35,,3.16
Mason Mount,1539,,,43.2,32.5,,0.53,1.7,0.94,,4.74
Lucas Moura,98,,,49.1,34.5,,0.0,6.36,4.55,,5.45
Bevic Moussiti-Oko,698,,,20.9,11.5,,0.9,0.38,0.13,,3.46
João Moutinho,1396,,,53.4,43.7,,0.06,2.65,1.42,,5.35
João Moutinho,58,,,70.0,50.0,,0.0,11.7,1.67,,11.7
Samuel Moutoussamy,1161,,,40.9,34.7,,0.31,2.64,1.71,,5.19
Divin Mubama,4,,,1.0,1.0,,0.0,0.0,0.0,,0.0
Mykhailo Mudryk,147,,,31.3,25.0,,0.0,3.75,3.75,,6.25
Nordi Mukiele,1007,,,55.7,48.8,,0.18,2.32,1.79,,5.27
Mert Müldür,6,,,10.0,10.0,,0.0,0.0,0.0,,0.0
Florian Müller,1710,,,38.6,31.4,,0.0,0.0,0.0,,2.05
Thomas Müller,812,,,45.9,35.6,,1.44,0.78,0.56,,3.89
Abdul Mumin,193,,,52.9,42.9,,0.48,0.0,0.0,,5.24
Marshall Munetsi,1437,,,30.1,22.2,,0.63,2.13,0.94,,5.75
Iker Muniain,1107,,,59.0,48.3,,0.33,0.89,0.65,,3.66
Aihen Muñoz,756,,,50.5,41.1,,0.12,2.26,1.07,,3.57
Pablo Muñoz,12,,,20.0,20.0,,0.0,0.0,0.0,,0.0
Luis Muriel,579,,,37.5,23.9,,0.47,0.78,0.47,,3.28
Jeison Murillo,685,,,48.3,39.3,,0.0,2.11,1.18,,5.79
Vedat Muriqi,1654,,,25.8,14.8,,0.82,0.38,0.22,,3.1
Jacob Murphy,557,,,30.3,18.9,,0.81,1.45,0.65,,4.03
Nicola Murru,381,,,36.0,26.4,,0.0,4.05,2.38,,3.81
Yunus Musah,1391,,,36.6,29.7,,0.13,2.13,1.55,,4.26
Jamal Musiala,1360,,,40.7,33.6,,1.19,1.52,0.99,,5.56
Juan Musso,1357,,,33.0,24.4,,0.0,0.0,0.0,,0.73
Suliman Mustapha,68,,,23.8,12.5,,0.0,2.5,2.5,,3.75
Yvon Mvogo,1182,,,32.7,23.8,,0.0,0.0,0.0,,0.84
Enock Mwepu,213,,,32.5,25.4,,0.42,4.17,2.08,,3.75
Vitaliy Mykolenko,1778,,,45.7,34.8,,0.1,1.72,0.86,,4.9
Joakim Mæhle,1050,,,61.2,49.4,,0.34,1.62,0.94,,6.07
Obite N'Dicka,1702,,,55.8,47.7,,0.05,0.79,0.58,,6.56
Nathan N'Goumou,90,,,30.0,25.0,,0.0,3.0,2.0,,6.0
Nathan N'Goumou,304,,,29.7,22.1,,0.29,2.06,0.88,,2.06
Stanley N'Soki,1092,,,56.4,46.2,,0.17,1.65,0.91,,7.85
Nacho,507,,,65.4,60.9,,0.18,1.07,0.71,,5.36
Nikolas Nartey,370,,,50.0,40.2,,0.0,1.95,0.98,,6.83
Juanjo Narváez,148,,,22.5,15.6,,0.0,0.63,0.63,,3.13
Matija Nastasi?,563,,,27.5,22.1,,0.16,0.95,0.63,,2.06
Roberto Navarro,314,,,34.6,24.9,,1.43,1.14,0.86,,6.0
Jesús Navas,1071,,,68.7,53.2,,0.17,1.01,0.59,,5.71
Keylor Navas,180,,,40.0,23.0,,0.0,0.0,0.0,,0.5
Michel Ndary Adopo,245,,,48.1,41.5,,0.0,2.22,0.74,,6.67
Youssouf Ndayishimiye,200,,,41.8,35.9,,0.0,2.27,1.36,,5.45
Papa Ndiaga Yade,320,,,50.0,36.1,,0.56,1.39,1.11,,6.11
Wilfred Ndidi,898,,,58.3,50.7,,0.2,2.9,2.1,,8.2
Tanguy Ndombele,545,,,66.2,59.3,,0.16,1.31,0.49,,5.08
Álvaro Negredo,556,,,20.8,12.4,,0.97,0.65,0.65,,1.13
Reiss Nelson,65,,,55.7,50.0,,4.29,1.43,0.0,,7.14
Ilija Nestorovski,115,,,25.4,18.5,,0.77,0.77,0.0,,3.08
Neto,1035,,,30.1,18.9,,0.0,0.09,0.0,,0.61
Pedro Neto,599,,,35.8,26.4,,0.3,1.19,0.9,,5.22
Luca Netz,144,,,36.3,26.3,,0.0,5.0,2.5,,5.0
Manuel Neuer,1080,,,42.0,37.4,,0.08,0.0,0.0,,1.75
Florian Neuhaus,529,,,36.1,27.6,,0.34,0.85,0.17,,4.58
Rúben Neves,1890,,,62.2,51.4,,0.38,2.48,1.19,,7.14
Neymar,1495,,,74.6,59.8,,1.02,1.33,0.84,,3.55
Jessic Ngankam,147,,,10.6,5.0,,1.25,1.88,0.63,,2.5
Cyril Ngonge,85,,,23.3,14.4,,3.33,1.11,1.11,,3.33
Moussa Niakhate,160,,,27.8,21.1,,1.11,0.56,0.0,,3.89
Ibrahima Niane,70,,,16.3,12.5,,2.5,0.0,0.0,,1.25
M'Baye Niang,1037,,,18.7,11.9,,0.43,0.78,0.43,,2.17
Tanguy Nianzou,910,,,51.3,45.6,,0.1,1.19,0.89,,4.46
Rasmus Nicolaisen,1825,,,51.4,42.3,,0.15,1.58,0.74,,5.27
Hans Nicolussi Caviglia,385,,,36.5,28.6,,0.23,2.33,0.93,,6.51
Florian Niederlechner,910,,,19.8,11.7,,1.49,0.99,0.5,,2.77
Florian Niederlechner,97,,,8.18,4.55,,0.91,0.91,0.0,,1.82
Saúl Ñíguez,536,,,47.2,35.2,,0.83,4.17,2.5,,4.83
Dimitris Nikolaou,1689,,,50.3,40.2,,0.0,1.38,1.06,,6.76
Fernando Niño,12,,,30.0,30.0,,0.0,0.0,0.0,,0.0
Rasmus Nissen,1133,,,53.6,37.6,,0.08,3.1,1.59,,4.76
Justin Njinmah,22,,,10.0,0.0,,0.0,0.0,0.0,,5.0
Eddie Nketiah,781,,,22.8,18.6,,1.49,1.15,0.92,,2.3
Christopher Nkunku,1282,,,30.9,24.9,,1.2,0.21,0.14,,3.1
Lukas Nmecha,834,,,19.9,13.2,,0.75,0.54,0.32,,1.61
Diego Noguerol,10,,,30.0,30.0,,0.0,0.0,0.0,,0.0
Arnaud Nordin,1116,,,24.5,18.0,,0.4,1.05,0.4,,4.6
Riad Nouri,1213,,,35.0,23.2,,0.3,1.33,0.74,,4.67
Hugo Novoa,184,,,54.0,38.5,,1.0,4.0,1.0,,2.0
Randy Ntekja,20,,,70.0,45.0,,0.0,20.0,15.0,,0.0
Randy Ntekja,116,,,50.0,37.7,,0.0,3.08,1.54,,8.46
Alexander Nübel,2070,,,30.1,22.4,,0.0,0.0,0.0,,1.22
Matheus Nunes,1408,,,38.3,30.6,,0.38,2.24,1.47,,5.38
Darwin Núñez,989,,,19.1,12.3,,2.27,0.55,0.27,,2.0
Unai Núñez,1710,,,56.2,49.3,,0.05,1.26,0.84,,5.89
Bram Nuytinck,385,,,32.3,26.3,,0.0,1.63,0.93,,4.42
Bram Nuytinck,485,,,37.8,31.9,,0.0,4.07,2.78,,5.0
Ethan Nwaneri,1,,,0.0,0.0,,0.0,0.0,0.0,,0.0
Gerzino Nyamsi,972,,,48.0,41.3,,0.09,1.3,0.83,,6.02
Ørjan Nyland,90,,,30.0,27.0,,0.0,0.0,0.0,,3.0
M'Bala Nzola,1596,,,19.3,15.3,,0.85,0.34,0.17,,2.37
Christian Nørgaard,959,,,42.2,30.7,,0.56,2.24,1.12,,8.97
Lewis O'Brien,584,,,32.9,25.5,,0.31,2.46,1.38,,7.85
Pedro Obiang,560,,,38.4,32.6,,0.0,3.39,2.1,,4.68
Jan Oblak,1592,,,28.6,18.2,,0.0,0.0,0.0,,1.07
Brian Ocampo,1058,,,29.3,21.7,,0.17,1.44,1.27,,7.37
Lucas Ocampos,283,,,41.6,34.5,,0.65,1.94,0.65,,5.81
Guillermo Ochoa,540,,,36.2,19.5,,0.0,0.0,0.0,,1.33
Wilson Odobert,879,,,25.7,19.5,,0.51,1.12,0.92,,3.57
Tim Oermann,194,,,23.2,17.7,,0.0,0.91,0.45,,2.27
Angelo Ogbonna,477,,,30.2,25.5,,0.0,1.13,0.38,,4.53
Florent Ogier,944,,,52.5,43.2,,0.0,1.62,0.86,,5.24
David Okereke,1444,,,20.4,13.8,,0.69,0.44,0.31,,1.94
Caleb Okoli,845,,,41.2,31.6,,0.21,2.23,1.81,,6.28
Olasagasti,65,,,68.6,55.7,,1.43,5.71,5.71,,8.57
Lucas Olaza,869,,,51.1,39.4,,0.0,1.96,1.24,,4.54
Finn Ole Becker,19,,,35.0,30.0,,0.0,15.0,0.0,,5.0
Mathias Olesen,233,,,22.3,16.9,,0.0,2.31,0.77,,3.85
Michael Olise,1375,,,48.4,34.0,,0.33,2.09,1.11,,5.1
Brian Oliván,1651,,,41.4,25.5,,0.11,1.97,1.09,,5.79
Lucas Oliveira Rosa,577,,,38.4,27.7,,0.16,4.22,1.41,,5.31
Mathías Olivera,531,,,79.5,68.6,,0.17,2.71,1.53,,6.44
Dani Olmo,747,,,42.3,31.8,,1.08,1.33,0.84,,6.51
Robin Olsen,236,,,42.7,25.0,,0.0,0.0,0.0,,0.77
Warmed Omari,172,,,84.7,78.9,,0.0,0.53,0.0,,8.95
Jonas Omlin,1166,,,31.9,22.7,,0.0,0.08,0.0,,1.23
Jonas Omlin,360,,,52.0,41.3,,0.0,0.0,0.0,,1.25
Ado Onaiwu,610,,,24.0,17.8,,0.29,0.74,0.44,,1.91
Amadou Onana,1485,,,38.1,32.1,,0.18,3.03,2.0,,5.45
André Onana,1170,,,40.4,31.8,,0.0,0.0,0.0,,0.92
Jean Onana,357,,,48.5,41.8,,0.0,3.25,2.0,,6.75
Karim Onisiwo,1741,,,22.5,12.8,,1.19,0.62,0.36,,2.23
Josh Onomah,15,,,30.0,20.0,,0.0,5.0,0.0,,5.0
Paul Onuachu,118,,,23.1,15.4,,0.77,0.0,0.0,,1.54
Frank Onyeka,442,,,26.3,19.8,,0.2,2.45,1.84,,6.33
Loïs Openda,1355,,,17.0,11.7,,1.66,0.26,0.26,,2.19
Willi Orban,1710,,,75.9,66.7,,0.32,1.79,1.32,,5.89
Ivan Ordets,1396,,,36.3,27.2,,0.0,1.55,0.84,,5.42
Divock Origi,566,,,17.5,11.7,,1.27,0.63,0.32,,2.06
Aimar Oroz,975,,,34.4,26.4,,0.37,1.2,0.56,,4.44
Mislav Ori?,7,,,30.0,20.0,,0.0,10.0,10.0,,10.0
Riccardo Orsolini,1151,,,36.3,22.4,,1.09,1.33,0.86,,5.0
Pedro Ortiz,1,,,1.0,1.0,,0.0,0.0,0.0,,1.0
Jordi Osei-Tutu,521,,,23.6,16.9,,0.69,3.1,2.41,,5.86
Victor Osimhen,1401,,,12.9,9.17,,1.79,0.19,0.06,,1.54
Patrick Osterhage,363,,,34.8,22.8,,0.0,2.0,1.5,,5.5
Paulo Otávio,1423,,,51.6,38.0,,0.06,3.23,1.84,,4.68
Dango Ouattara,258,,,23.4,15.9,,0.69,1.38,1.03,,4.14
Dango Ouattara,1548,,,25.8,15.5,,0.99,2.38,1.51,,5.23
Remi Oudin,312,,,47.4,27.1,,1.14,3.14,1.43,,8.29
Zinédine Ould Khaled,42,,,58.0,56.0,,2.0,0.0,0.0,,12.0
Azzedine Ounahi,33,,,102.5,95.0,,2.5,0.0,0.0,,10.0
Azzedine Ounahi,1129,,,50.4,43.4,,0.48,1.52,0.64,,5.6
Adam Ounas,15,,,85.0,65.0,,0.0,0.0,0.0,,0.0
Adam Ounas,784,,,47.5,33.2,,0.92,1.72,0.92,,5.4
Thomas Ouwejan,752,,,52.6,31.8,,0.12,2.14,0.83,,6.55
Reece Oxford,94,,,52.0,28.0,,0.0,1.0,1.0,,6.0
Alex Oxlade-Chamberlain,314,,,28.3,20.9,,0.86,1.43,1.14,,5.43
Mikel Oyarzabal,174,,,33.2,27.9,,0.53,1.05,0.53,,5.26
Salih Özcan,1180,,,57.8,50.8,,0.08,1.83,1.07,,7.18
Cenk Özkacar,509,,,64.0,54.2,,0.35,1.75,1.23,,8.6
David Ozoh,1,,,3.0,3.0,,0.0,0.0,0.0,,0.0
Levin Öztunalý,9,,,10.0,10.0,,0.0,0.0,0.0,,10.0
Fernando Pacheco,90,,,31.0,20.0,,0.0,0.0,0.0,,0.0
Jon Pacheco,678,,,66.7,60.5,,0.0,1.2,0.93,,4.13
Gonçalo Paciência,400,,,19.8,11.4,,0.91,1.14,0.68,,2.95
Simone Pafundi,6,,,50.0,40.0,,0.0,10.0,10.0,,20.0
Exequiel Palacios,835,,,62.7,54.2,,0.32,3.66,1.83,,9.25
Helibelton Palacios,1165,,,38.6,29.1,,0.16,1.55,0.93,,5.5
Ante Palaversa,10,,,70.0,60.0,,10.0,10.0,10.0,,30.0
Isaac Palazón Camacho,1500,,,42.0,31.0,,0.66,1.5,1.2,,5.69
João Palhinha,1955,,,34.9,28.1,,0.32,4.52,2.58,,6.04
Nicolas Pallois,1368,,,46.9,39.5,,0.07,3.22,2.17,,7.63
Cole Palmer,119,,,55.4,47.7,,0.0,2.31,0.77,,5.38
Erik Palmer-Brown,1877,,,41.1,34.7,,0.05,1.29,0.77,,5.41
Emerson Palmieri,547,,,46.1,36.2,,0.49,1.48,0.82,,4.1
Milo Pantovi?,176,,,31.0,20.5,,1.0,1.5,0.5,,5.0
Flavio Paoletti,82,,,51.1,42.2,,0.0,2.22,2.22,,4.44
Antonios Papadopoulos,13,,,190.0,170.0,,0.0,0.0,0.0,,20.0
Lucas Paquetá,1084,,,47.6,37.5,,0.67,2.25,1.58,,6.17
Lucas Paquetá,159,,,70.0,61.1,,0.56,2.78,2.22,,5.56
Aitor Paredes,140,,,36.9,30.6,,1.25,1.25,0.63,,6.88
Kevin Paredes,293,,,32.1,23.9,,0.61,2.73,1.82,,6.97
Leandro Paredes,523,,,65.2,59.1,,0.17,2.41,1.55,,5.69
Leandro Paredes,52,,,116.7,113.3,,0.0,1.67,1.67,,3.33
Daniel Parejo,1755,,,69.1,58.8,,0.26,1.74,0.97,,6.41
Fabiano Parisi,1690,,,50.2,38.0,,0.11,2.07,1.12,,7.29
Moises Parra Gutierrez,10,,,30.0,30.0,,0.0,10.0,0.0,,10.0
Raúl Parra,33,,,25.0,10.0,,0.0,0.0,0.0,,2.5
Thomas Partey,1539,,,71.5,61.6,,0.18,2.46,1.4,,8.01
Marco Paali?,11,,,70.0,60.0,,0.0,0.0,0.0,,20.0
Mario Paali?,1023,,,33.9,27.5,,0.35,1.49,0.53,,4.56
Felix Passlack,49,,,56.0,42.0,,0.0,2.0,0.0,,8.0
Javier Pastore,5,,,80.0,60.0,,0.0,0.0,0.0,,10.0
Patric,805,,,63.7,56.0,,0.0,1.24,0.79,,6.74
Rui Patrício,1980,,,25.7,20.2,,0.0,0.05,0.05,,1.18
Nathan Patterson,988,,,47.0,36.0,,0.09,3.55,1.55,,6.09
Paulinho,82,,,31.1,25.6,,1.11,0.0,0.0,,5.56
Gabriel Paulista,740,,,57.3,50.0,,0.12,1.1,0.61,,4.76
Benjamin Pavard,1377,,,87.0,75.6,,0.39,2.94,2.03,,5.69
Ji?í Pavlenka,1738,,,37.0,26.7,,0.0,0.0,0.0,,1.19
Dimitri Payet,700,,,49.7,35.4,,0.51,0.51,0.38,,5.0
Ben Pearson,286,,,41.9,33.8,,0.31,2.19,0.94,,5.94
Kristian Pedersen,267,,,53.7,38.3,,0.0,1.67,1.33,,6.0
Mads Pedersen,1031,,,34.1,23.0,,0.0,2.17,1.04,,5.65
Alfonso Pedraza,836,,,42.3,32.2,,0.65,1.83,1.72,,4.09
Pedri,1539,,,65.8,57.7,,0.47,1.93,1.11,,6.26
Pedro,1119,,,45.5,36.1,,0.56,1.13,0.73,,4.19
Jordan Pefok,984,,,18.3,9.63,,0.55,1.28,0.64,,2.66
Gianluca Pegolo,180,,,38.5,32.0,,0.0,0.0,0.0,,0.5
Peter Pekarík,88,,,38.0,28.0,,0.0,3.0,3.0,,5.0
Pietro Pellegri,369,,,14.1,10.2,,0.73,0.98,0.24,,2.2
Lorenzo Pellegrini,1610,,,40.8,30.3,,0.56,1.79,0.95,,4.58
Luca Pellegrini,557,,,69.5,47.1,,0.32,2.1,1.29,,8.55
Facundo Pellistri,32,,,20.0,20.0,,0.0,0.0,0.0,,0.0
Timothee Pembele,65,,,47.1,38.6,,0.0,2.86,2.86,,4.29
Rubén Peña,653,,,39.9,27.9,,0.27,2.19,1.1,,5.89
Patrick Pentz,630,,,30.1,20.1,,0.0,0.0,0.0,,1.14
Nicolas Pépé,1225,,,38.5,30.1,,1.1,1.18,0.59,,4.49
Ricardo Pepi,95,,,24.5,16.4,,0.0,0.91,0.91,,4.55
Pepín,570,,,53.8,44.0,,0.0,2.06,1.11,,4.92
Alberto Perea,45,,,24.0,20.0,,0.0,4.0,0.0,,4.0
Juan Perea,256,,,18.6,11.8,,0.0,1.43,1.07,,4.29
Andreas Pereira,1904,,,35.6,23.0,,0.52,0.52,0.28,,4.15
Brayann Pereira,180,,,39.5,28.0,,0.0,3.0,2.5,,4.5
Danilo Pereira,1184,,,73.5,68.9,,0.15,1.44,0.61,,7.05
Mathias Pereira Lage,1079,,,27.5,18.8,,0.58,1.42,0.58,,5.33
Ricardo Pereira,3,,,1.0,1.0,,0.0,0.0,0.0,,2.0
Roberto Pereyra,1549,,,44.4,35.4,,0.52,1.28,0.99,,5.87
Ayoze Pérez,382,,,40.7,28.1,,0.48,2.62,1.9,,8.33
Ayoze Pérez,41,,,28.0,20.0,,0.0,2.0,2.0,,4.0
Carles Pérez,858,,,27.8,23.1,,0.53,1.37,0.84,,3.58
Francisco Perez,41,,,52.0,42.0,,0.0,0.0,0.0,,10.0
Kike Pérez,1343,,,50.2,38.2,,0.47,2.21,1.01,,6.91
Lucas Pérez,628,,,33.7,24.1,,0.86,0.43,0.29,,3.0
Luis Pérez,613,,,42.8,33.5,,0.0,3.68,1.91,,3.24
Nehuén Pérez,1573,,,60.1,51.1,,0.34,2.29,1.14,,4.63
Mattia Perin,588,,,36.8,28.5,,0.0,0.0,0.0,,1.85
Ivan Perii?,1420,,,48.0,31.1,,0.19,1.77,0.89,,5.0
Romain Perraud,1179,,,41.8,28.9,,0.31,2.21,1.37,,3.82
Gaëtan Perrin,776,,,27.8,20.9,,0.93,0.93,0.23,,4.77
Lucas Perrin,913,,,43.9,36.2,,0.1,2.67,1.49,,5.74
Matteo Pessina,1534,,,59.2,50.2,,0.24,1.24,0.76,,6.35
Andrea Petagna,860,,,25.1,17.9,,0.63,0.52,0.42,,2.71
Nils Petersen,193,,,21.0,10.0,,0.0,2.86,1.9,,1.43
Lukas Petkov,146,,,21.3,11.3,,0.0,3.13,0.63,,3.75
Germán Pezzella,1431,,,49.7,43.6,,0.0,1.64,1.19,,4.03
Giuseppe Pezzella,647,,,52.2,41.1,,0.0,2.36,0.97,,5.42
Luca Pfeiffer,647,,,25.7,16.3,,0.14,0.14,0.14,,1.81
Maximilian Philipp,116,,,32.3,20.8,,0.77,1.54,0.77,,2.31
Maximilian Philipp,20,,,15.0,10.0,,0.0,0.0,0.0,,0.0
Kalvin Phillips,21,,,100.0,80.0,,0.0,0.0,0.0,,15.0
Nathaniel Phillips,66,,,117.1,101.4,,0.0,2.86,1.43,,20.0
Krzysztof Pi?tek,1149,,,23.8,17.0,,0.94,0.63,0.39,,2.34
Roberto Piccoli,192,,,11.9,6.19,,0.95,0.48,0.0,,1.9
Roberto Piccoli,60,,,10.0,8.57,,1.43,0.0,0.0,,0.0
Charles Pickel,1395,,,37.1,28.8,,0.39,2.39,0.9,,6.26
Jordan Pickford,1800,,,36.8,22.8,,0.0,0.0,0.0,,0.95
Amos Pieper,1467,,,53.7,42.1,,0.12,2.15,1.23,,6.07
Ronaël Pierre-Gabriel,44,,,36.0,30.0,,0.0,12.0,6.0,,8.0
Ronaël Pierre-Gabriel,653,,,49.9,39.3,,0.27,3.42,2.47,,5.62
Andrea Pinamonti,1305,,,20.3,12.9,,0.76,0.41,0.28,,1.38
Ethan Pinnock,1260,,,35.8,26.1,,0.21,1.0,0.57,,3.64
Yeremi Pino,1115,,,30.0,21.8,,0.73,2.42,1.69,,4.52
Gerard Piqué,384,,,89.5,82.1,,0.0,1.16,0.93,,6.05
Lorenzo Pirola,590,,,40.0,31.2,,0.0,2.42,1.82,,2.27
